track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
TQM,2023-07-16,09:06:03,False,['Fuerza Regida'],TQM,2023-05-19,day,1,30,158965,95,True,./images/tqm_fuerza_regida.jpg,2023-07-16
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-07-16,09:06:03,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,31,215466,91,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-07-16
TQG,2023-07-16,09:06:03,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,32,197933,95,True,./images/tqg_karol_g.jpg,2023-07-16
El Azul,2023-07-16,09:06:03,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,33,187225,95,False,./images/el_azul_junior_h.jpg,2023-07-16
Los del Espacio,2023-07-16,09:06:03,True,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,day,1,34,338000,95,False,./images/los_del_espacio_lit_killah.jpg,2023-07-16
Last Night,2023-07-16,09:06:03,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,35,163854,90,True,./images/last_night_morgan_wallen.jpg,2023-07-16
Rush,2023-07-16,09:06:03,False,['Troye Sivan'],Rush,2023-07-13,day,1,36,156391,78,True,./images/rush_troye_sivan.jpg,2023-07-16
Anti-Hero,2023-07-16,09:06:03,False,['Taylor Swift'],Midnights,2022-10-21,day,13,37,200690,95,False,./images/antihero_taylor_swift.jpg,2023-07-16
Creepin' (with The Weeknd & 21 Savage),2023-07-16,09:06:03,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,38,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-07-16
Blank Space,2023-07-16,09:06:03,False,['Taylor Swift'],1989,2014-10-27,day,13,39,231826,84,False,./images/blank_space_taylor_swift.jpg,2023-07-16
Style,2023-07-16,09:06:03,False,['Taylor Swift'],1989,2014-10-27,day,13,40,231000,84,False,./images/style_taylor_swift.jpg,2023-07-16
I'm Good (Blue),2023-07-16,09:06:03,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,41,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-07-16
Dance The Night (From Barbie The Album),2023-07-16,09:06:03,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,42,176579,94,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-07-16
Tá OK,2023-07-16,09:06:03,True,"['DENNIS', 'MC Kevin o Chris']",Tá OK,2023-05-04,day,1,43,92093,93,False,./images/t_ok_dennis.jpg,2023-07-16
Sunflower - Spider-Man: Into the Spider-Verse,2023-07-16,09:06:03,True,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,day,17,44,157560,89,False,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,2023-07-16
See You Again (feat. Kali Uchis),2023-07-16,09:06:03,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,45,180386,96,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-07-16
I Ain't Worried,2023-07-16,09:06:03,False,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,day,1,46,148485,95,False,./images/i_aint_worried_onerepublic.jpg,2023-07-16
Angels Like You,2023-07-16,09:06:03,False,['Miley Cyrus'],Plastic Hearts,2020-11-27,day,15,47,196453,95,False,./images/angels_like_you_miley_cyrus.jpg,2023-07-16
El Cielo,2023-07-16,09:06:03,True,"['Sky Rompiendo', 'Feid', 'Myke Towers']",El Cielo,2023-06-02,day,1,48,191320,94,True,./images/el_cielo_sky_rompiendo.jpg,2023-07-16
Baby Don't Hurt Me,2023-07-16,09:06:03,True,"['David Guetta', 'Anne-Marie', 'Coi Leray']",Baby Don't Hurt Me,2023-04-06,day,2,49,140017,94,False,./images/baby_dont_hurt_me_david_guetta.jpg,2023-07-16
AMARGURA,2023-07-16,09:06:03,False,['KAROL G'],MAÑANA SERÁ BONITO,2023-02-24,day,17,50,170480,92,True,./images/amargura_karol_g.jpg,2023-07-16
Seven (feat. Latto) (Explicit Ver.),2023-07-17,08:55:01,True,"['Jung Kook', 'Latto', 'BTS']",Seven (feat. Latto),2023-07-14,day,3,1,184400,91,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-07-17
LALA,2023-07-17,08:55:01,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,2,197920,97,True,./images/lala_myke_towers.jpg,2023-07-17
Cruel Summer,2023-07-17,08:55:01,False,['Taylor Swift'],Lover,2019-08-23,day,18,3,178426,99,False,./images/cruel_summer_taylor_swift.jpg,2023-07-17
vampire,2023-07-17,08:55:01,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,4,219724,98,True,./images/vampire_olivia_rodrigo.jpg,2023-07-17
Ella Baila Sola,2023-07-17,08:55:01,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,5,165671,93,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-07-17
WHERE SHE GOES,2023-07-17,08:55:01,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,6,231704,100,True,./images/where_she_goes_bad_bunny.jpg,2023-07-17
Sprinter,2023-07-17,08:55:01,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,7,229133,97,True,./images/sprinter_dave.jpg,2023-07-17
La Bebe - Remix,2023-07-17,08:55:01,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,8,234352,99,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-07-17
un x100to,2023-07-17,08:55:01,True,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,day,1,9,194563,99,False,./images/un_x100to_grupo_frontera.jpg,2023-07-17
Columbia,2023-07-17,08:55:01,False,['Quevedo'],Columbia,2023-07-07,day,1,10,186000,91,False,./images/columbia_quevedo.jpg,2023-07-17
fukumean,2023-07-17,08:55:01,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,11,125040,94,True,./images/fukumean_gunna.jpg,2023-07-17
Super Shy,2023-07-17,08:55:01,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,12,154666,91,False,./images/super_shy_newjeans.jpg,2023-07-17
Daylight,2023-07-17,08:55:01,False,['David Kushner'],Daylight,2023-04-14,day,1,13,212953,98,False,./images/daylight_david_kushner.jpg,2023-07-17
Flowers,2023-07-17,08:55:01,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,14,200600,91,False,./images/flowers_miley_cyrus.jpg,2023-07-17
Cupid - Twin Ver.,2023-07-17,08:55:01,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,15,174253,98,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-07-17
As It Was,2023-07-17,08:55:01,False,['Harry Styles'],Harry's House,2022-05-20,day,13,16,167303,94,False,./images/as_it_was_harry_styles.jpg,2023-07-17
Kill Bill,2023-07-17,08:55:01,False,['SZA'],SOS,2022-12-08,day,23,17,153946,95,False,./images/kill_bill_sza.jpg,2023-07-17
"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-17,08:55:01,False,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,day,1,18,222369,84,False,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,2023-07-17
Like Crazy,2023-07-17,08:55:01,False,['Jimin'],FACE,2023-03-24,day,6,19,212241,96,False,./images/like_crazy_jimin.jpg,2023-07-17
Classy 101,2023-07-17,08:55:01,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,20,195986,97,True,./images/classy_101_feid.jpg,2023-07-17
LADY GAGA,2023-07-17,08:55:01,True,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,day,17,21,212878,92,True,./images/lady_gaga_peso_pluma.jpg,2023-07-17
I Wanna Be Yours,2023-07-17,08:55:01,False,['Arctic Monkeys'],AM,2013-09-09,day,12,22,183956,96,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-07-17
"Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-07-17,08:55:01,True,"['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,day,1,23,188361,97,True,./images/peso_pluma_bzrp_music_sessions_vol_55_bizarrap.jpg,2023-07-17
SABOR FRESA,2023-07-17,08:55:01,False,['Fuerza Regida'],SABOR FRESA,2023-06-22,day,1,24,156500,93,True,./images/sabor_fresa_fuerza_regida.jpg,2023-07-17
I Can See You (Taylor’s Version) (From The Vault),2023-07-17,08:55:01,False,['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,day,22,25,273186,92,False,./images/i_can_see_you_taylors_version_from_the_vault_taylor_swift.jpg,2023-07-17
Frágil,2023-07-17,08:55:01,True,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,day,1,26,160517,94,False,./images/frgil_yahritza_y_su_esencia.jpg,2023-07-17
El Azul,2023-07-17,08:55:01,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,27,187225,95,False,./images/el_azul_junior_h.jpg,2023-07-17
TULUM,2023-07-17,08:55:01,True,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,day,17,28,209415,91,True,./images/tulum_peso_pluma.jpg,2023-07-17
Calm Down (with Selena Gomez),2023-07-17,08:55:01,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,29,239317,83,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-07-17
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-07-17,08:55:01,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,30,215466,91,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-07-17
Last Night,2023-07-17,08:55:01,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,31,163854,90,True,./images/last_night_morgan_wallen.jpg,2023-07-17
TQM,2023-07-17,08:55:01,False,['Fuerza Regida'],TQM,2023-05-19,day,1,32,158965,95,True,./images/tqm_fuerza_regida.jpg,2023-07-17
MOJABI GHOST,2023-07-17,08:55:01,True,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,day,19,33,232131,93,True,./images/mojabi_ghost_tainy.jpg,2023-07-17
Style,2023-07-17,08:55:01,False,['Taylor Swift'],1989,2014-10-27,day,13,34,231000,84,False,./images/style_taylor_swift.jpg,2023-07-17
Anti-Hero,2023-07-17,08:55:01,False,['Taylor Swift'],Midnights,2022-10-21,day,13,35,200690,95,False,./images/antihero_taylor_swift.jpg,2023-07-17
Blank Space,2023-07-17,08:55:01,False,['Taylor Swift'],1989,2014-10-27,day,13,36,231826,84,False,./images/blank_space_taylor_swift.jpg,2023-07-17
Creepin' (with The Weeknd & 21 Savage),2023-07-17,08:55:01,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,37,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-07-17
TQG,2023-07-17,08:55:01,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,38,197933,95,True,./images/tqg_karol_g.jpg,2023-07-17
See You Again (feat. Kali Uchis),2023-07-17,08:55:01,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,39,180386,95,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-07-17
Rush,2023-07-17,08:55:01,False,['Troye Sivan'],Rush,2023-07-13,day,1,40,156391,81,True,./images/rush_troye_sivan.jpg,2023-07-17
Los del Espacio,2023-07-17,08:55:01,True,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,day,1,41,338000,95,False,./images/los_del_espacio_lit_killah.jpg,2023-07-17
Angels Like You,2023-07-17,08:55:01,False,['Miley Cyrus'],Plastic Hearts,2020-11-27,day,15,42,196453,95,False,./images/angels_like_you_miley_cyrus.jpg,2023-07-17
Sunflower - Spider-Man: Into the Spider-Verse,2023-07-17,08:55:01,True,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,day,17,43,157560,89,False,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,2023-07-17
I Ain't Worried,2023-07-17,08:55:01,False,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,day,1,44,148485,95,False,./images/i_aint_worried_onerepublic.jpg,2023-07-17
Dance The Night (From Barbie The Album),2023-07-17,08:55:01,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,45,176579,94,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-07-17
Die For You,2023-07-17,08:55:01,False,['The Weeknd'],Starboy,2016-11-24,day,18,46,260253,92,False,./images/die_for_you_the_weeknd.jpg,2023-07-17
Starboy,2023-07-17,08:55:01,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,47,230453,94,True,./images/starboy_the_weeknd.jpg,2023-07-17
I'm Good (Blue),2023-07-17,08:55:01,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,48,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-07-17
Die For You (with Ariana Grande) - Remix,2023-07-17,08:55:01,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,49,232857,88,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-07-17
Left and Right (Feat. Jung Kook of BTS),2023-07-17,08:55:01,True,"['Charlie Puth', 'Jung Kook', 'BTS']",CHARLIE,2022-10-06,day,12,50,154486,88,False,./images/left_and_right_feat_jung_kook_of_bts_charlie_puth.jpg,2023-07-17
Seven (feat. Latto) (Explicit Ver.),2023-07-18,10:07:26,True,"['Jung Kook', 'Latto', 'BTS']",Seven (feat. Latto),2023-07-14,day,3,1,184400,93,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-07-18
LALA,2023-07-18,10:07:26,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,2,197920,97,True,./images/lala_myke_towers.jpg,2023-07-18
vampire,2023-07-18,10:07:26,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,3,219724,98,True,./images/vampire_olivia_rodrigo.jpg,2023-07-18
Cruel Summer,2023-07-18,10:07:26,False,['Taylor Swift'],Lover,2019-08-23,day,18,4,178426,99,False,./images/cruel_summer_taylor_swift.jpg,2023-07-18
Sprinter,2023-07-18,10:07:26,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,5,229133,97,True,./images/sprinter_dave.jpg,2023-07-18
Columbia,2023-07-18,10:07:26,False,['Quevedo'],Columbia,2023-07-07,day,1,6,186000,92,False,./images/columbia_quevedo.jpg,2023-07-18
WHERE SHE GOES,2023-07-18,10:07:26,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,7,231704,100,True,./images/where_she_goes_bad_bunny.jpg,2023-07-18
fukumean,2023-07-18,10:07:26,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,8,125040,94,True,./images/fukumean_gunna.jpg,2023-07-18
Ella Baila Sola,2023-07-18,10:07:26,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,9,165671,93,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-07-18
Super Shy,2023-07-18,10:07:26,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,10,154666,92,False,./images/super_shy_newjeans.jpg,2023-07-18
Daylight,2023-07-18,10:07:26,False,['David Kushner'],Daylight,2023-04-14,day,1,11,212953,98,False,./images/daylight_david_kushner.jpg,2023-07-18
La Bebe - Remix,2023-07-18,10:07:26,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,12,234352,99,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-07-18
Flowers,2023-07-18,10:07:26,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,13,200600,91,False,./images/flowers_miley_cyrus.jpg,2023-07-18
un x100to,2023-07-18,10:07:26,True,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,day,1,14,194563,99,False,./images/un_x100to_grupo_frontera.jpg,2023-07-18
As It Was,2023-07-18,10:07:26,False,['Harry Styles'],Harry's House,2022-05-20,day,13,15,167303,94,False,./images/as_it_was_harry_styles.jpg,2023-07-18
Kill Bill,2023-07-18,10:07:26,False,['SZA'],SOS,2022-12-08,day,23,16,153946,95,False,./images/kill_bill_sza.jpg,2023-07-18
Cupid - Twin Ver.,2023-07-18,10:07:26,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,17,174253,98,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-07-18
"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-18,10:07:26,False,['Billie Eilish'],"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,day,1,18,222369,86,False,./images/what_was_i_made_for_from_the_motion_picture_barbie_billie_eilish.jpg,2023-07-18
Like Crazy,2023-07-18,10:07:26,False,['Jimin'],FACE,2023-03-24,day,6,19,212241,96,False,./images/like_crazy_jimin.jpg,2023-07-18
Classy 101,2023-07-18,10:07:26,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,20,195986,97,True,./images/classy_101_feid.jpg,2023-07-18
I Can See You (Taylor’s Version) (From The Vault),2023-07-18,10:07:26,False,['Taylor Swift'],Speak Now (Taylor's Version),2023-07-07,day,22,21,273186,93,False,./images/i_can_see_you_taylors_version_from_the_vault_taylor_swift.jpg,2023-07-18
I Wanna Be Yours,2023-07-18,10:07:26,False,['Arctic Monkeys'],AM,2013-09-09,day,12,22,183956,96,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-07-18
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,2023-07-18,10:07:26,True,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),2023-06-02,day,1,23,215466,91,True,./images/popular_with_playboi_carti_madonna_music_from_the_hbo_original_series_the_weeknd.jpg,2023-07-18
LADY GAGA,2023-07-18,10:07:26,True,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",GÉNESIS,2023-06-29,day,17,24,212878,92,True,./images/lady_gaga_peso_pluma.jpg,2023-07-18
Calm Down (with Selena Gomez),2023-07-18,10:07:26,True,"['Rema', 'Selena Gomez']",Rave & Roses Ultra,2023-04-27,day,22,25,239317,83,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-07-18
"Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-07-18,10:07:26,True,"['Bizarrap', 'Peso Pluma']","Peso Pluma: Bzrp Music Sessions, Vol. 55",2023-06-01,day,1,26,188361,97,True,./images/peso_pluma_bzrp_music_sessions_vol_55_bizarrap.jpg,2023-07-18
SABOR FRESA,2023-07-18,10:07:26,False,['Fuerza Regida'],SABOR FRESA,2023-06-22,day,1,27,156500,94,True,./images/sabor_fresa_fuerza_regida.jpg,2023-07-18
MOJABI GHOST,2023-07-18,10:07:26,True,"['Tainy', 'Bad Bunny']",DATA,2023-06-29,day,19,28,232131,93,True,./images/mojabi_ghost_tainy.jpg,2023-07-18
Rush,2023-07-18,10:07:26,False,['Troye Sivan'],Rush,2023-07-13,day,1,29,156391,83,True,./images/rush_troye_sivan.jpg,2023-07-18
Creepin' (with The Weeknd & 21 Savage),2023-07-18,10:07:26,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,30,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-07-18
Last Night,2023-07-18,10:07:26,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,31,163854,90,True,./images/last_night_morgan_wallen.jpg,2023-07-18
Anti-Hero,2023-07-18,10:07:26,False,['Taylor Swift'],Midnights,2022-10-21,day,13,32,200690,95,False,./images/antihero_taylor_swift.jpg,2023-07-18
Style,2023-07-18,10:07:26,False,['Taylor Swift'],1989,2014-10-27,day,13,33,231000,84,False,./images/style_taylor_swift.jpg,2023-07-18
Blank Space,2023-07-18,10:07:26,False,['Taylor Swift'],1989,2014-10-27,day,13,34,231826,84,False,./images/blank_space_taylor_swift.jpg,2023-07-18
Dance The Night (From Barbie The Album),2023-07-18,10:07:26,False,['Dua Lipa'],Dance The Night (From Barbie The Album),2023-05-25,day,1,35,176579,94,False,./images/dance_the_night_from_barbie_the_album_dua_lipa.jpg,2023-07-18
Los del Espacio,2023-07-18,10:07:26,True,"['LIT killah', 'Tiago PZK', 'Maria Becerra', 'Duki', 'Emilia', 'Rusherking', 'Big One', 'FMK']",Los del Espacio,2023-06-01,day,1,36,338000,95,False,./images/los_del_espacio_lit_killah.jpg,2023-07-18
See You Again (feat. Kali Uchis),2023-07-18,10:07:26,True,"['Tyler, The Creator', 'Kali Uchis']",Flower Boy,2017-07-21,day,14,37,180386,95,True,./images/see_you_again_feat_kali_uchis_tyler_the_creator.jpg,2023-07-18
TQG,2023-07-18,10:07:26,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,38,197933,95,True,./images/tqg_karol_g.jpg,2023-07-18
TULUM,2023-07-18,10:07:26,True,"['Peso Pluma', 'Grupo Frontera']",GÉNESIS,2023-06-29,day,17,39,209415,91,True,./images/tulum_peso_pluma.jpg,2023-07-18
El Azul,2023-07-18,10:07:26,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,40,187225,95,False,./images/el_azul_junior_h.jpg,2023-07-18
I'm Good (Blue),2023-07-18,10:07:26,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,41,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-07-18
Frágil,2023-07-18,10:07:26,True,"['Yahritza Y Su Esencia', 'Grupo Frontera']",Frágil,2023-04-07,day,1,42,160517,94,False,./images/frgil_yahritza_y_su_esencia.jpg,2023-07-18
TQM,2023-07-18,10:07:26,False,['Fuerza Regida'],TQM,2023-05-19,day,1,43,158965,95,True,./images/tqm_fuerza_regida.jpg,2023-07-18
Angels Like You,2023-07-18,10:07:26,False,['Miley Cyrus'],Plastic Hearts,2020-11-27,day,15,44,196453,95,False,./images/angels_like_you_miley_cyrus.jpg,2023-07-18
Sunflower - Spider-Man: Into the Spider-Verse,2023-07-18,10:07:26,True,"['Post Malone', 'Swae Lee']",Hollywood's Bleeding,2019-09-06,day,17,45,157560,89,False,./images/sunflower_spiderman_into_the_spiderverse_post_malone.jpg,2023-07-18
I Ain't Worried,2023-07-18,10:07:26,False,['OneRepublic'],"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,day,1,46,148485,95,False,./images/i_aint_worried_onerepublic.jpg,2023-07-18
Die For You,2023-07-18,10:07:26,False,['The Weeknd'],Starboy,2016-11-24,day,18,47,260253,92,False,./images/die_for_you_the_weeknd.jpg,2023-07-18
Starboy,2023-07-18,10:07:26,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,48,230453,94,True,./images/starboy_the_weeknd.jpg,2023-07-18
Barbie World (with Aqua) [From Barbie The Album],2023-07-18,10:07:26,True,"['Nicki Minaj', 'Ice Spice', 'Aqua']",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,day,1,49,109750,91,True,./images/barbie_world_with_aqua_from_barbie_the_album_nicki_minaj.jpg,2023-07-18
Die For You (with Ariana Grande) - Remix,2023-07-18,10:07:26,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,50,232857,88,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-07-18
Seven (feat. Latto) (Explicit Ver.),2023-07-19,09:26:52,True,"['Jung Kook', 'Latto']",Seven (feat. Latto),2023-07-14,day,3,1,184400,95,True,./images/seven_feat_latto_explicit_ver_jung_kook.jpg,2023-07-19
LALA,2023-07-19,09:26:52,False,['Myke Towers'],LA VIDA ES UNA,2023-03-23,day,23,2,197920,97,True,./images/lala_myke_towers.jpg,2023-07-19
vampire,2023-07-19,09:26:52,False,['Olivia Rodrigo'],vampire,2023-06-30,day,1,3,219724,98,True,./images/vampire_olivia_rodrigo.jpg,2023-07-19
Cruel Summer,2023-07-19,09:26:52,False,['Taylor Swift'],Lover,2019-08-23,day,18,4,178426,100,False,./images/cruel_summer_taylor_swift.jpg,2023-07-19
Sprinter,2023-07-19,09:26:52,True,"['Dave', 'Central Cee']",Sprinter,2023-06-01,day,1,5,229133,97,True,./images/sprinter_dave.jpg,2023-07-19
fukumean,2023-07-19,09:26:52,False,['Gunna'],a Gift & a Curse,2023-06-16,day,15,6,125040,95,True,./images/fukumean_gunna.jpg,2023-07-19
WHERE SHE GOES,2023-07-19,09:26:52,False,['Bad Bunny'],WHERE SHE GOES,2023-05-18,day,1,7,231704,99,True,./images/where_she_goes_bad_bunny.jpg,2023-07-19
Columbia,2023-07-19,09:26:52,False,['Quevedo'],Columbia,2023-07-07,day,1,8,186000,92,False,./images/columbia_quevedo.jpg,2023-07-19
Ella Baila Sola,2023-07-19,09:26:52,True,"['Eslabon Armado', 'Peso Pluma']",DESVELADO,2023-04-28,day,16,9,165671,93,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-07-19
Super Shy,2023-07-19,09:26:52,False,['NewJeans'],NewJeans 'Super Shy',2023-07-07,day,2,10,154666,92,False,./images/super_shy_newjeans.jpg,2023-07-19
La Bebe - Remix,2023-07-19,09:26:52,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,11,234352,99,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-07-19
Flowers,2023-07-19,09:26:52,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,12,200600,91,False,./images/flowers_miley_cyrus.jpg,2023-07-19
Daylight,2023-07-19,09:26:52,False,['David Kushner'],Daylight,2023-04-14,day,1,13,212953,98,False,./images/daylight_david_kushner.jpg,2023-07-19
un x100to,2023-07-19,09:26:52,True,"['Grupo Frontera', 'Bad Bunny']",un x100to,2023-04-17,day,1,14,194563,99,False,./images/un_x100to_grupo_frontera.jpg,2023-07-19
As It Was,2023-07-19,09:26:52,False,['Harry Styles'],Harry's House,2022-05-20,day,13,15,167303,94,False,./images/as_it_was_harry_styles.jpg,2023-07-19
Kill Bill,2023-07-19,09:26:52,False,['SZA'],SOS,2022-12-08,day,23,16,153946,95,False,./images/kill_bill_sza.jpg,2023-07-19
Cupid - Twin Ver.,2023-07-19,09:26:52,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,17,174253,98,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-07-19
Classy 101,2023-07-19,09:26:52,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,18,195986,97,True,./images/classy_101_feid.jpg,2023-07-19
